Num_CIN Filiere_Affectee
001220 AUCUNE
000574 AUCUNE
001632 AUCUNE
002139 AUCUNE
002149 AUCUNE
001854 AUCUNE
000543 AUCUNE
002427 AUCUNE
004906 AUCUNE
002873 AUCUNE
002869 AUCUNE
004522 AUCUNE
000510 AUCUNE
001912 AUCUNE
001824 AUCUNE
001124 AUCUNE
002976 AUCUNE
002536 AUCUNE
001840 AUCUNE
002928 AUCUNE
003122 AUCUNE
002191 AUCUNE
003137 AUCUNE
003404 AUCUNE
003226 AUCUNE
004556 AUCUNE
002088 AUCUNE
003162 AUCUNE
004276 AUCUNE
003921 AUCUNE
004170 AUCUNE
000014 AUCUNE
004745 AUCUNE
000113 AUCUNE
001602 AUCUNE
001628 AUCUNE
000766 AUCUNE
004597 AUCUNE
004823 AUCUNE
003143 AUCUNE
001429 AUCUNE
001287 AUCUNE
004822 AUCUNE
000069 AUCUNE
004681 AUCUNE
001435 AUCUNE
001863 AUCUNE
002805 AUCUNE
002354 AUCUNE
001345 AUCUNE
003276 AUCUNE
004085 AUCUNE
004769 AUCUNE
001644 AUCUNE
004552 AUCUNE
004428 AUCUNE
000929 AUCUNE
003045 AUCUNE
001147 AUCUNE
002860 AUCUNE
002713 AUCUNE
004041 AUCUNE
003470 AUCUNE
003071 AUCUNE
001573 AUCUNE
002121 AUCUNE
003509 AUCUNE
001849 AUCUNE
001651 AUCUNE
004993 AUCUNE
003269 AUCUNE
004110 AUCUNE
001052 AUCUNE
001150 AUCUNE
001210 AUCUNE
000396 AUCUNE
001138 AUCUNE
001774 AUCUNE
004388 AUCUNE
003751 AUCUNE
001331 AUCUNE
001427 AUCUNE
001125 AUCUNE
002885 AUCUNE
000625 AUCUNE
004361 AUCUNE
002193 AUCUNE
003603 AUCUNE
001761 AUCUNE
001492 AUCUNE
001251 AUCUNE
003616 AUCUNE
003041 AUCUNE
000290 AUCUNE
003966 AUCUNE
002103 AUCUNE
003088 AUCUNE
004912 AUCUNE
001202 AUCUNE
002257 AUCUNE
001635 AUCUNE
002400 AUCUNE
004379 AUCUNE
000400 AUCUNE
002996 AUCUNE
001523 AUCUNE
001991 AUCUNE
004920 AUCUNE
003865 AUCUNE
004629 AUCUNE
001013 AUCUNE
002793 AUCUNE
000620 AUCUNE
000038 AUCUNE
000780 AUCUNE
002326 AUCUNE
003180 AUCUNE
001363 AUCUNE
003040 AUCUNE
000973 AUCUNE
004089 AUCUNE
000607 AUCUNE
004835 AUCUNE
001506 AUCUNE
003772 AUCUNE
003723 AUCUNE
004956 AUCUNE
001566 AUCUNE
004855 AUCUNE
004469 AUCUNE
001298 AUCUNE
003558 AUCUNE
001183 AUCUNE
000775 AUCUNE
004978 AUCUNE
000542 AUCUNE
000567 AUCUNE
000784 AUCUNE
001391 AUCUNE
002945 AUCUNE
003939 AUCUNE
002677 AUCUNE
002525 AUCUNE
004796 AUCUNE
002304 AUCUNE
002056 AUCUNE
001552 AUCUNE
003110 AUCUNE
000313 AUCUNE
003673 AUCUNE
000081 AUCUNE
004305 AUCUNE
000805 AUCUNE
003138 AUCUNE
000980 AUCUNE
004033 AUCUNE
003637 AUCUNE
000845 AUCUNE
000958 AUCUNE
003488 AUCUNE
004454 AUCUNE
001443 AUCUNE
000504 AUCUNE
001930 AUCUNE
002529 AUCUNE
000617 AUCUNE
002688 AUCUNE
004295 AUCUNE
003433 AUCUNE
002690 AUCUNE
002360 AUCUNE
001563 AUCUNE
002502 AUCUNE
004543 AUCUNE
003344 AUCUNE
001886 AUCUNE
004677 AUCUNE
000964 AUCUNE
002069 AUCUNE
002464 AUCUNE
002647 AUCUNE
000610 AUCUNE
002023 AUCUNE
003870 AUCUNE
001859 AUCUNE
003208 AUCUNE
001511 AUCUNE
003218 AUCUNE
000118 AUCUNE
000885 AUCUNE
000637 AUCUNE
001037 AUCUNE
001441 AUCUNE
001856 AUCUNE
004813 AUCUNE
000897 AUCUNE
001372 AUCUNE
004473 AUCUNE
004364 AUCUNE
004274 AUCUNE
002849 AUCUNE
001866 AUCUNE
000491 AUCUNE
001131 AUCUNE
002968 AUCUNE
004447 AUCUNE
002687 AUCUNE
001074 AUCUNE
000292 AUCUNE
000726 AUCUNE
001531 AUCUNE
000243 AUCUNE
002581 AUCUNE
004964 AUCUNE
002408 AUCUNE
004248 AUCUNE
000162 AUCUNE
001064 AUCUNE
002471 AUCUNE
004526 AUCUNE
004315 AUCUNE
001456 AUCUNE
001926 AUCUNE
004703 AUCUNE
003731 AUCUNE
002731 AUCUNE
001412 AUCUNE
003125 AUCUNE
004804 AUCUNE
001288 AUCUNE
002486 AUCUNE
004119 AUCUNE
002922 AUCUNE
004821 AUCUNE
001196 AUCUNE
002247 AUCUNE
001686 AUCUNE
000252 AUCUNE
003500 AUCUNE
001164 AUCUNE
000882 AUCUNE
004402 AUCUNE
001954 AUCUNE
004297 AUCUNE
001950 AUCUNE
003963 AUCUNE
001720 AUCUNE
002602 AUCUNE
003034 AUCUNE
000089 AUCUNE
000507 AUCUNE
003895 AUCUNE
004558 AUCUNE
001992 AUCUNE
003046 AUCUNE
001450 AUCUNE
003496 AUCUNE
000164 AUCUNE
001327 AUCUNE
001428 AUCUNE
002820 AUCUNE
002375 AUCUNE
001660 AUCUNE
001107 AUCUNE
000191 AUCUNE
000059 AUCUNE
001190 AUCUNE
003670 AUCUNE
001728 AUCUNE
002061 AUCUNE
000666 AUCUNE
004035 AUCUNE
004008 AUCUNE
001999 AUCUNE
001755 AUCUNE
001206 AUCUNE
002041 AUCUNE
004466 AUCUNE
000869 AUCUNE
001073 AUCUNE
000105 AUCUNE
004273 AUCUNE
004156 AUCUNE
003060 AUCUNE
002609 AUCUNE
000223 AUCUNE
004710 AUCUNE
001291 AUCUNE
004114 AUCUNE
003631 AUCUNE
004575 AUCUNE
000311 AUCUNE
001874 AUCUNE
000102 AUCUNE
002421 AUCUNE
000460 AUCUNE
004884 AUCUNE
002741 AUCUNE
003291 AUCUNE
004349 AUCUNE
004580 AUCUNE
001390 AUCUNE
000538 AUCUNE
004518 AUCUNE
000674 AUCUNE
002562 AUCUNE
004999 AUCUNE
000847 AUCUNE
003471 AUCUNE
004463 AUCUNE
002159 AUCUNE
004117 AUCUNE
003578 AUCUNE
000415 AUCUNE
003223 AUCUNE
000099 AUCUNE
002620 AUCUNE
004179 AUCUNE
001120 AUCUNE
001723 AUCUNE
000320 AUCUNE
002241 AUCUNE
000137 AUCUNE
000545 AUCUNE
002754 AUCUNE
001237 AUCUNE
002597 AUCUNE
000599 AUCUNE
000695 AUCUNE
002380 AUCUNE
000408 AUCUNE
003347 AUCUNE
001177 AUCUNE
003198 AUCUNE
000891 AUCUNE
002845 AUCUNE
001357 AUCUNE
001800 AUCUNE
003750 AUCUNE
002572 AUCUNE
003455 AUCUNE
003524 AUCUNE
002856 AUCUNE
002712 AUCUNE
002936 AUCUNE
004341 AUCUNE
002317 AUCUNE
000536 AUCUNE
003544 AUCUNE
002682 AUCUNE
004947 AUCUNE
001365 AUCUNE
002341 AUCUNE
004251 AUCUNE
003764 AUCUNE
000231 AUCUNE
000849 AUCUNE
004653 AUCUNE
004456 AUCUNE
004487 AUCUNE
004250 AUCUNE
003516 AUCUNE
004200 AUCUNE
003514 AUCUNE
000657 AUCUNE
002763 AUCUNE
002374 AUCUNE
003770 AUCUNE
002775 AUCUNE
001045 AUCUNE
003489 AUCUNE
000286 AUCUNE
003985 AUCUNE
002893 AUCUNE
002091 AUCUNE
004643 AUCUNE
002174 AUCUNE
000183 AUCUNE
003127 AUCUNE
000055 AUCUNE
001453 AUCUNE
001604 AUCUNE
002219 AUCUNE
000555 AUCUNE
001130 AUCUNE
003633 AUCUNE
002101 AUCUNE
004840 AUCUNE
001827 AUCUNE
003434 AUCUNE
003105 AUCUNE
003164 AUCUNE
003424 AUCUNE
003917 AUCUNE
004842 AUCUNE
002028 AUCUNE
000116 AUCUNE
002084 AUCUNE
003270 AUCUNE
001562 AUCUNE
001302 AUCUNE
001470 AUCUNE
004902 AUCUNE
000217 AUCUNE
004649 AUCUNE
002353 AUCUNE
001290 AUCUNE
001083 AUCUNE
002225 AUCUNE
002181 AUCUNE
000635 AUCUNE
000385 AUCUNE
001907 AUCUNE
000760 AUCUNE
004684 AUCUNE
001939 AUCUNE
001948 AUCUNE
001361 AUCUNE
001772 AUCUNE
002234 AUCUNE
001148 AUCUNE
002303 AUCUNE
000312 AUCUNE
000264 AUCUNE
001446 AUCUNE
004857 AUCUNE
002886 AUCUNE
004192 AUCUNE
002003 AUCUNE
003255 AUCUNE
001888 AUCUNE
000518 AUCUNE
001042 AUCUNE
003785 AUCUNE
002750 AUCUNE
002026 AUCUNE
003761 AUCUNE
000025 AUCUNE
002399 AUCUNE
004495 AUCUNE
002767 AUCUNE
003310 AUCUNE
002986 AUCUNE
002370 AUCUNE
003168 AUCUNE
001154 AUCUNE
004059 AUCUNE
001380 AUCUNE
002751 AUCUNE
003622 AUCUNE
000939 AUCUNE
000192 AUCUNE
003271 AUCUNE
000319 AUCUNE
003585 AUCUNE
001268 AUCUNE
004501 AUCUNE
000790 AUCUNE
004550 AUCUNE
004284 AUCUNE
004611 AUCUNE
004672 AUCUNE
004708 AUCUNE
000226 AUCUNE
001143 AUCUNE
000195 AUCUNE
002530 AUCUNE
001917 AUCUNE
001027 AUCUNE
004638 AUCUNE
004901 AUCUNE
004789 AUCUNE
003466 AUCUNE
000130 AUCUNE
002761 AUCUNE
003579 AUCUNE
000010 AUCUNE
001209 AUCUNE
001844 AUCUNE
000863 AUCUNE
002493 AUCUNE
003436 AUCUNE
002584 AUCUNE
003958 AUCUNE
003225 AUCUNE
000862 AUCUNE
002803 AUCUNE
001278 AUCUNE
004023 AUCUNE
004908 AUCUNE
000769 AUCUNE
002500 AUCUNE
002460 AUCUNE
000945 AUCUNE
004981 AUCUNE
000914 AUCUNE
002577 AUCUNE
002323 AUCUNE
003480 AUCUNE
001221 AUCUNE
001048 AUCUNE
003583 AUCUNE
002221 AUCUNE
003922 AUCUNE
001777 AUCUNE
003994 AUCUNE
000481 AUCUNE
000754 AUCUNE
004506 AUCUNE
001786 AUCUNE
004923 AUCUNE
003947 AUCUNE
003314 AUCUNE
003124 AUCUNE
000184 AUCUNE
000287 AUCUNE
004705 AUCUNE
004032 AUCUNE
001192 AUCUNE
000145 AUCUNE
001336 AUCUNE
000004 AUCUNE
000627 AUCUNE
004058 AUCUNE
000012 AUCUNE
001312 AUCUNE
003013 AUCUNE
001629 AUCUNE
004659 AUCUNE
002244 AUCUNE
000702 AUCUNE
000716 AUCUNE
004850 AUCUNE
004646 AUCUNE
000815 AUCUNE
002556 AUCUNE
003081 AUCUNE
001236 AUCUNE
000583 AUCUNE
002926 AUCUNE
000789 AUCUNE
003101 AUCUNE
000079 AUCUNE
003079 AUCUNE
002923 AUCUNE
001163 AUCUNE
001710 AUCUNE
001310 AUCUNE
002724 AUCUNE
002659 AUCUNE
002398 AUCUNE
003063 AUCUNE
001394 AUCUNE
004021 AUCUNE
002199 AUCUNE
002237 AUCUNE
004267 AUCUNE
000042 AUCUNE
004985 AUCUNE
001438 AUCUNE
003061 AUCUNE
002599 AUCUNE
001370 AUCUNE
003386 AUCUNE
002656 AUCUNE
001093 AUCUNE
001051 AUCUNE
001579 AUCUNE
001406 AUCUNE
004936 AUCUNE
002366 AUCUNE
001931 AUCUNE
003479 AUCUNE
001396 AUCUNE
003407 AUCUNE
003369 AUCUNE
001920 AUCUNE
003695 AUCUNE
001785 AUCUNE
002388 AUCUNE
004129 AUCUNE
004484 AUCUNE
003839 AUCUNE
003726 AUCUNE
004073 AUCUNE
002829 AUCUNE
000128 AUCUNE
000318 AUCUNE
004419 AUCUNE
004445 AUCUNE
004751 AUCUNE
002919 AUCUNE
003556 AUCUNE
002255 AUCUNE
002155 AUCUNE
000558 AUCUNE
001690 AUCUNE
004053 AUCUNE
000642 AUCUNE
002847 AUCUNE
000631 AUCUNE
001340 AUCUNE
002107 AUCUNE
002583 AUCUNE
001764 AUCUNE
003062 AUCUNE
000480 AUCUNE
000237 AUCUNE
000516 AUCUNE
004403 AUCUNE
004600 AUCUNE
002268 AUCUNE
003518 AUCUNE
001205 AUCUNE
003242 AUCUNE
001395 AUCUNE
002760 AUCUNE
004841 AUCUNE
001211 AUCUNE
002633 AUCUNE
004507 AUCUNE
003542 AUCUNE
002983 AUCUNE
004876 AUCUNE
003244 AUCUNE
002322 AUCUNE
002939 AUCUNE
003805 AUCUNE
003569 AUCUNE
004982 AUCUNE
003848 AUCUNE
000360 AUCUNE
001231 AUCUNE
000452 AUCUNE
000193 AUCUNE
002961 AUCUNE
003469 AUCUNE
003414 AUCUNE
000448 AUCUNE
000767 AUCUNE
000786 AUCUNE
002666 AUCUNE
003366 AUCUNE
001576 AUCUNE
003409 AUCUNE
004451 AUCUNE
003717 AUCUNE
004176 AUCUNE
004754 AUCUNE
004632 AUCUNE
000965 AUCUNE
000104 AUCUNE
001790 AUCUNE
004731 AUCUNE
002465 AUCUNE
004414 AUCUNE
003191 AUCUNE
003919 AUCUNE
002294 AUCUNE
002127 AUCUNE
004500 AUCUNE
001342 AUCUNE
003030 AUCUNE
004740 AUCUNE
002019 AUCUNE
003597 AUCUNE
003054 AUCUNE
004667 AUCUNE
002075 AUCUNE
003339 AUCUNE
001590 AUCUNE
003649 AUCUNE
003766 AUCUNE
004001 AUCUNE
004861 AUCUNE
004044 AUCUNE
000458 AUCUNE
004948 AUCUNE
001664 AUCUNE
002462 AUCUNE
000200 AUCUNE
003265 AUCUNE
000701 AUCUNE
003658 AUCUNE
001373 AUCUNE
001846 AUCUNE
004413 AUCUNE
003315 AUCUNE
004593 AUCUNE
000210 AUCUNE
000577 AUCUNE
000744 AUCUNE
002947 AUCUNE
002907 AUCUNE
003625 AUCUNE
000155 AUCUNE
001337 AUCUNE
002068 AUCUNE
000297 AUCUNE
000218 AUCUNE
004234 AUCUNE
001252 AUCUNE
001841 AUCUNE
002783 AUCUNE
004196 AUCUNE
001823 AUCUNE
004938 AUCUNE
000580 AUCUNE
000148 AUCUNE
000700 AUCUNE
002175 AUCUNE
002859 AUCUNE
003236 AUCUNE
003923 AUCUNE
001114 AUCUNE
000497 AUCUNE
003058 AUCUNE
002224 AUCUNE
004006 AUCUNE
003635 AUCUNE
000103 AUCUNE
002378 AUCUNE
002985 AUCUNE
001142 AUCUNE
004186 AUCUNE
001621 AUCUNE
003095 AUCUNE
001403 AUCUNE
002071 AUCUNE
004571 AUCUNE
000366 AUCUNE
001145 AUCUNE
004382 AUCUNE
003070 AUCUNE
002021 AUCUNE
001494 AUCUNE
004208 AUCUNE
001413 AUCUNE
004308 AUCUNE
001283 AUCUNE
001767 AUCUNE
000019 AUCUNE
003188 AUCUNE
003912 AUCUNE
003686 AUCUNE
001105 AUCUNE
004137 AUCUNE
000513 AUCUNE
002799 AUCUNE
003728 AUCUNE
000797 AUCUNE
002924 AUCUNE
004583 AUCUNE
004140 AUCUNE
002721 AUCUNE
000261 AUCUNE
000039 AUCUNE
004300 AUCUNE
003595 AUCUNE
003969 AUCUNE
002031 AUCUNE
002112 AUCUNE
000533 AUCUNE
000899 AUCUNE
002899 AUCUNE
000528 AUCUNE
003259 AUCUNE
002498 AUCUNE
001698 AUCUNE
000389 AUCUNE
003150 AUCUNE
004311 AUCUNE
004668 AUCUNE
003842 AUCUNE
002563 AUCUNE
001814 AUCUNE
000982 AUCUNE
001482 AUCUNE
002179 AUCUNE
003078 AUCUNE
000857 AUCUNE
004846 AUCUNE
003055 AUCUNE
001255 AUCUNE
001550 AUCUNE
001828 AUCUNE
003363 AUCUNE
001548 AUCUNE
000112 AUCUNE
004141 AUCUNE
001653 AUCUNE
002909 AUCUNE
001916 AUCUNE
002933 AUCUNE
001082 AUCUNE
004183 AUCUNE
000151 AUCUNE
003835 AUCUNE
000413 AUCUNE
000634 AUCUNE
000806 AUCUNE
003167 AUCUNE
004625 AUCUNE
001309 AUCUNE
000813 AUCUNE
001417 AUCUNE
003980 AUCUNE
002940 AUCUNE
000254 AUCUNE
002492 AUCUNE
003149 AUCUNE
003502 AUCUNE
000876 AUCUNE
004440 AUCUNE
004963 AUCUNE
003539 AUCUNE
003918 AUCUNE
001153 AUCUNE
004158 AUCUNE
001718 AUCUNE
000563 AUCUNE
003338 AUCUNE
004307 AUCUNE
001792 AUCUNE
003929 AUCUNE
000447 AUCUNE
002442 AUCUNE
003685 AUCUNE
000065 AUCUNE
002911 AUCUNE
001469 AUCUNE
002324 AUCUNE
004424 AUCUNE
001471 AUCUNE
002762 AUCUNE
001817 AUCUNE
004509 AUCUNE
001090 AUCUNE
004873 AUCUNE
001088 AUCUNE
003756 AUCUNE
004832 AUCUNE
004003 AUCUNE
002081 AUCUNE
001781 AUCUNE
002560 AUCUNE
002117 AUCUNE
000009 AUCUNE
000708 AUCUNE
002718 AUCUNE
003092 AUCUNE
000058 AUCUNE
000423 AUCUNE
000240 AUCUNE
000246 AUCUNE
001423 AUCUNE
000975 AUCUNE
003806 AUCUNE
000207 AUCUNE
000978 AUCUNE
000673 AUCUNE
002201 AUCUNE
004371 AUCUNE
001234 AUCUNE
002768 AUCUNE
004108 AUCUNE
002239 AUCUNE
002778 AUCUNE
003885 AUCUNE
002917 AUCUNE
004029 AUCUNE
000643 AUCUNE
000371 AUCUNE
002697 AUCUNE
001677 AUCUNE
001078 AUCUNE
001297 AUCUNE
000719 AUCUNE
000759 AUCUNE
000624 AUCUNE
004641 AUCUNE
003592 AUCUNE
000782 AUCUNE
001883 AUCUNE
002623 AUCUNE
001516 AUCUNE
002619 AUCUNE
003821 AUCUNE
002819 AUCUNE
001420 AUCUNE
000502 AUCUNE
004814 AUCUNE
004934 AUCUNE
003927 AUCUNE
003591 AUCUNE
004055 AUCUNE
000123 AUCUNE
000593 AUCUNE
003325 AUCUNE
004278 AUCUNE
000654 AUCUNE
004182 AUCUNE
000606 AUCUNE
000027 AUCUNE
002881 AUCUNE
002691 AUCUNE
002171 AUCUNE
004679 AUCUNE
004746 AUCUNE
002202 AUCUNE
004911 AUCUNE
003527 AUCUNE
004272 AUCUNE
003128 AUCUNE
004418 AUCUNE
000324 AUCUNE
003367 AUCUNE
000728 AUCUNE
001503 AUCUNE
002168 AUCUNE
002853 AUCUNE
002142 AUCUNE
001826 AUCUNE
001440 AUCUNE
001599 AUCUNE
000645 AUCUNE
002715 AUCUNE
004595 AUCUNE
004793 AUCUNE
001737 AUCUNE
002957 AUCUNE
001233 AUCUNE
003365 AUCUNE
001500 AUCUNE
002896 AUCUNE
001964 AUCUNE
001778 AUCUNE
001113 AUCUNE
001241 AUCUNE
003696 AUCUNE
003283 AUCUNE
001020 AUCUNE
001956 AUCUNE
003956 AUCUNE
001405 AUCUNE
002351 AUCUNE
001713 AUCUNE
004760 AUCUNE
001527 AUCUNE
003924 AUCUNE
001061 AUCUNE
000209 AUCUNE
004173 AUCUNE
003882 AUCUNE
001619 AUCUNE
002034 AUCUNE
001742 AUCUNE
003459 AUCUNE
004396 AUCUNE
000317 AUCUNE
000040 AUCUNE
001864 AUCUNE
002439 AUCUNE
004037 AUCUNE
003809 AUCUNE
004833 AUCUNE
002601 AUCUNE
004533 AUCUNE
003458 AUCUNE
000822 AUCUNE
000084 AUCUNE
003340 AUCUNE
003878 AUCUNE
003069 AUCUNE
003427 AUCUNE
001133 AUCUNE
002670 AUCUNE
000817 AUCUNE
002170 AUCUNE
001738 AUCUNE
004383 AUCUNE
002567 AUCUNE
002745 AUCUNE
003841 AUCUNE
000828 AUCUNE
004324 AUCUNE
000714 AUCUNE
003879 AUCUNE
002250 AUCUNE
004378 AUCUNE
002035 AUCUNE
002418 AUCUNE
000998 AUCUNE
001618 AUCUNE
002078 AUCUNE
000134 AUCUNE
001204 AUCUNE
001636 AUCUNE
004719 AUCUNE
000565 AUCUNE
004358 AUCUNE
004647 AUCUNE
004236 AUCUNE
000276 AUCUNE
004243 AUCUNE
003472 AUCUNE
003877 AUCUNE
004283 AUCUNE
002744 AUCUNE
000920 AUCUNE
003844 AUCUNE
003884 AUCUNE
004633 AUCUNE
003099 AUCUNE
004626 AUCUNE
003889 AUCUNE
004883 AUCUNE
002396 AUCUNE
001463 AUCUNE
000213 AUCUNE
002297 AUCUNE
004423 AUCUNE
001118 AUCUNE
000951 AUCUNE
002535 AUCUNE
003235 AUCUNE
002002 AUCUNE
002359 AUCUNE
003725 AUCUNE
000772 AUCUNE
000952 AUCUNE
003775 AUCUNE
004830 AUCUNE
004743 AUCUNE
003026 AUCUNE
003227 AUCUNE
000108 AUCUNE
000802 AUCUNE
003216 AUCUNE
003560 AUCUNE
003425 AUCUNE
001087 AUCUNE
004888 AUCUNE
002606 AUCUNE
003306 AUCUNE
004479 AUCUNE
003024 AUCUNE
002000 AUCUNE
000871 AUCUNE
001305 AUCUNE
003747 AUCUNE
004116 AUCUNE
003329 AUCUNE
002638 AUCUNE
000171 AUCUNE
001658 AUCUNE
000011 AUCUNE
003856 AUCUNE
002836 AUCUNE
001578 AUCUNE
002272 AUCUNE
001668 AUCUNE
002746 AUCUNE
000904 AUCUNE
002254 AUCUNE
004316 AUCUNE
001272 AUCUNE
004436 AUCUNE
002210 AUCUNE
001115 AUCUNE
000655 AUCUNE
004067 AUCUNE
003142 AUCUNE
004244 AUCUNE
004434 AUCUNE
002716 AUCUNE
001801 AUCUNE
004394 AUCUNE
004048 AUCUNE
004081 AUCUNE
002434 AUCUNE
002995 AUCUNE
004079 AUCUNE
003755 AUCUNE
001071 AUCUNE
004281 AUCUNE
000499 AUCUNE
004441 AUCUNE
000814 AUCUNE
002487 AUCUNE
002208 AUCUNE
001059 AUCUNE
000106 AUCUNE
004690 AUCUNE
002975 AUCUNE
002402 AUCUNE
001326 AUCUNE
003713 AUCUNE
003693 AUCUNE
002096 AUCUNE
004252 AUCUNE
004312 AUCUNE
002672 AUCUNE
001918 AUCUNE
000662 AUCUNE
002039 AUCUNE
000827 AUCUNE
004990 AUCUNE
002015 AUCUNE
004767 AUCUNE
003534 AUCUNE
001892 AUCUNE
003300 AUCUNE
003308 AUCUNE
000961 AUCUNE
003668 AUCUNE
002815 AUCUNE
004146 AUCUNE
002122 AUCUNE
001057 AUCUNE
003457 AUCUNE
002001 AUCUNE
004654 AUCUNE
002349 AUCUNE
003205 AUCUNE
000846 AUCUNE
004988 AUCUNE
000853 AUCUNE
002711 AUCUNE
001215 AUCUNE
004588 AUCUNE
003415 AUCUNE
004698 AUCUNE
002823 AUCUNE
002014 AUCUNE
003112 AUCUNE
003245 AUCUNE
004118 AUCUNE
001176 AUCUNE
000710 AUCUNE
004171 AUCUNE
003982 AUCUNE
002376 AUCUNE
000147 AUCUNE
001940 AUCUNE
003064 AUCUNE
000355 AUCUNE
003411 AUCUNE
002128 AUCUNE
000629 AUCUNE
000626 AUCUNE
002534 AUCUNE
001135 AUCUNE
003033 AUCUNE
004105 AUCUNE
003581 AUCUNE
000825 AUCUNE
001616 AUCUNE
000122 AUCUNE
004263 AUCUNE
002079 AUCUNE
004903 AUCUNE
001468 AUCUNE
000887 AUCUNE
000090 AUCUNE
000304 AUCUNE
001978 AUCUNE
000379 AUCUNE
004039 AUCUNE
004409 AUCUNE
002698 AUCUNE
001068 AUCUNE
002753 AUCUNE
003554 AUCUNE
000691 AUCUNE
000245 AUCUNE
001771 AUCUNE
003373 AUCUNE
001560 AUCUNE
000377 AUCUNE
002902 AUCUNE
002734 AUCUNE
002189 AUCUNE
004609 AUCUNE
003525 AUCUNE
002256 AUCUNE
004704 AUCUNE
003494 AUCUNE
000511 AUCUNE
002302 AUCUNE
000566 AUCUNE
000062 AUCUNE
003812 AUCUNE
001598 AUCUNE
002612 AUCUNE
001040 AUCUNE
004608 AUCUNE
000170 AUCUNE
001927 AUCUNE
003052 AUCUNE
004167 AUCUNE
000244 AUCUNE
001968 AUCUNE
002054 AUCUNE
000358 AUCUNE
000650 AUCUNE
000310 AUCUNE
000152 AUCUNE
003654 AUCUNE
004770 AUCUNE
002320 AUCUNE
001802 AUCUNE
002214 AUCUNE
003204 AUCUNE
003852 AUCUNE
000316 AUCUNE
004339 AUCUNE
002204 AUCUNE
002846 AUCUNE
004691 AUCUNE
000756 AUCUNE
003462 AUCUNE
001112 AUCUNE
002120 AUCUNE
002130 AUCUNE
001851 AUCUNE
000278 AUCUNE
000993 AUCUNE
003043 AUCUNE
000903 AUCUNE
002484 AUCUNE
003945 AUCUNE
001819 AUCUNE
001127 AUCUNE
002554 AUCUNE
000494 AUCUNE
001249 AUCUNE
001687 AUCUNE
004290 AUCUNE
004411 AUCUNE
003571 AUCUNE
003936 AUCUNE
002218 AUCUNE
001695 AUCUNE
002223 AUCUNE
002614 AUCUNE
004472 AUCUNE
000671 AUCUNE
004960 AUCUNE
003219 AUCUNE
004721 AUCUNE
002274 AUCUNE
003681 AUCUNE
000867 AUCUNE
001212 AUCUNE
001876 AUCUNE
003748 AUCUNE
003977 AUCUNE
002514 AUCUNE
000230 AUCUNE
001955 AUCUNE
000074 AUCUNE
001366 AUCUNE
004790 AUCUNE
003950 AUCUNE
000345 AUCUNE
004872 AUCUNE
001411 AUCUNE
004446 AUCUNE
004508 AUCUNE
004917 AUCUNE
000658 AUCUNE
000670 AUCUNE
004523 AUCUNE
004082 AUCUNE
002830 AUCUNE
004360 AUCUNE
003931 AUCUNE
002290 AUCUNE
002539 AUCUNE
004249 AUCUNE
000247 AUCUNE
004776 AUCUNE
002300 AUCUNE
002694 AUCUNE
001966 AUCUNE
004604 AUCUNE
002959 AUCUNE
001243 AUCUNE
001012 AUCUNE
003840 AUCUNE
001583 AUCUNE
004612 AUCUNE
001505 AUCUNE
001727 AUCUNE
003608 AUCUNE
003802 AUCUNE
003100 AUCUNE
001497 AUCUNE
003107 AUCUNE
003987 AUCUNE
003012 AUCUNE
004163 AUCUNE
004282 AUCUNE
004461 AUCUNE
003932 AUCUNE
000959 AUCUNE
002348 AUCUNE
004817 AUCUNE
003621 AUCUNE
004013 AUCUNE
003316 AUCUNE
003702 AUCUNE
000262 AUCUNE
004848 AUCUNE
003909 AUCUNE
003072 AUCUNE
004211 AUCUNE
004786 AUCUNE
002813 AUCUNE
004866 AUCUNE
001848 AUCUNE
002150 AUCUNE
000495 AUCUNE
002897 AUCUNE
003452 AUCUNE
002733 AUCUNE
000668 AUCUNE
003274 AUCUNE
002611 AUCUNE
002727 AUCUNE
003587 AUCUNE
004071 AUCUNE
002569 AUCUNE
001400 AUCUNE
001570 AUCUNE
001228 AUCUNE
001708 AUCUNE
004422 AUCUNE
001189 AUCUNE
004949 AUCUNE
002980 AUCUNE
000600 AUCUNE
002478 AUCUNE
003920 AUCUNE
002717 AUCUNE
002941 AUCUNE
004700 AUCUNE
002504 AUCUNE
003694 AUCUNE
002564 AUCUNE
004474 AUCUNE
000165 AUCUNE
003239 AUCUNE
004220 AUCUNE
002841 AUCUNE
003113 AUCUNE
000175 AUCUNE
003008 AUCUNE
001889 AUCUNE
000819 AUCUNE
003000 AUCUNE
004334 AUCUNE
003221 AUCUNE
003880 AUCUNE
001451 AUCUNE
002126 AUCUNE
001575 AUCUNE
003251 AUCUNE
001842 AUCUNE
004781 AUCUNE
003851 AUCUNE
004987 AUCUNE
001338 AUCUNE
001487 AUCUNE
000589 AUCUNE
000007 AUCUNE
002966 AUCUNE
000068 AUCUNE
000047 AUCUNE
003297 AUCUNE
000242 AUCUNE
003675 AUCUNE
000605 AUCUNE
000611 AUCUNE
003430 AUCUNE
004066 AUCUNE
000778 AUCUNE
001981 AUCUNE
000469 AUCUNE
001049 AUCUNE
003268 AUCUNE
002905 AUCUNE
002435 AUCUNE
001797 AUCUNE
000390 AUCUNE
001821 AUCUNE
002791 AUCUNE
