Num_CIN Analyse Algèbre Physique Chimie Informatique STA Français Anglais
002311 19.97 16.28 12.86 11.28 10.48 10.07 14.88 11.56
002312 13.66 11.65 12.27 8.85 13.05 9.12 9.12 17.62
002313 0.61 15.0 12.11 13.88 9.54 6.9 11.8 11.25
002314 15.45 12.92 9.3 10.26 14.67 17.14 2.41 9.37
002315 11.33 18.56 11.38 8.22 19.66 4.78 13.16 4.69
002316 13.16 9.08 16.37 11.66 11.79 16.76 15.8 1.37
002317 17.84 13.99 1.8 15.02 18.51 13.71 10.72 11.14
002318 9.42 8.71 18.72 3.56 14.81 14.03 15.68 18.52
002319 17.94 11.73 16.5 17.92 13.05 16.12 15.43 0.05
002320 18.59 1.43 4.86 15.95 11.18 9.77 17.45 11.68
002321 12.31 12.29 1.05 18.39 12.76 0.4 16.29 8.69
002322 12.9 9.35 14.85 16.92 8.99 9.56 19.44 12.4
002323 8.35 3.11 8.8 9.45 15.02 13.24 7.83 14.57
002324 11.23 8.25 14.38 10.97 10.94 15.29 14.33 6.67
002325 9.37 18.94 17.62 12.82 15.01 11.88 4.16 17.46
002326 13.03 10.33 9.75 14.89 11.32 9.16 10.7 6.21
002327 14.43 13.88 13.21 12.28 12.94 8.48 11.32 13.84
002328 8.19 9.51 10.24 9.05 13.24 0.68 12.78 10.03
002329 10.2 17.08 16.59 11.05 12.9 17.03 4.24 8.25
002330 9.86 2.69 10.41 13.5 19.9 9.56 15.25 10.92
002331 14.54 3.05 10.12 14.3 12.9 8.76 19.01 15.54
002332 18.28 8.77 8.5 17.74 17.61 17.21 10.13 4.51
002333 11.02 9.28 17.24 16.48 12.99 8.83 19.07 2.27
002334 2.79 10.0 10.68 15.0 8.89 12.07 16.7 8.88
002335 10.26 13.66 4.33 1.91 17.64 12.69 16.01 14.57
002336 12.01 15.49 0.47 14.87 16.97 1.34 10.4 15.95
002337 10.86 10.06 7.55 9.43 16.65 9.48 8.76 5.04
002338 15.59 16.89 12.74 15.08 10.01 12.18 13.3 15.79
002339 2.17 14.76 17.24 6.64 10.95 12.01 16.67 14.47
002340 10.32 11.68 14.58 10.94 11.11 6.79 14.73 15.05
002341 16.1 18.8 16.13 14.58 8.7 8.93 12.76 6.42
002342 13.23 12.1 13.09 8.49 13.93 10.1 14.21 13.5
002343 9.57 17.33 11.14 9.15 10.15 7.47 11.75 12.65
002344 14.26 10.18 9.72 13.67 16.26 12.18 5.66 9.81
002345 15.98 13.28 8.73 16.97 15.75 17.71 10.15 10.17
002346 16.14 9.15 15.46 14.25 12.06 14.47 8.22 10.69
002347 3.93 17.05 12.1 14.23 14.13 13.04 9.7 13.4
002348 10.84 16.06 7.34 14.36 17.84 17.04 9.91 16.79
002349 10.75 13.66 10.22 8.09 17.11 9.71 14.95 12.8
002350 11.63 15.53 12.31 12.78 11.42 17.64 15.47 11.08
002351 10.77 16.94 14.99 16.23 0.23 1.74 17.07 10.77
002352 13.18 9.58 16.22 14.04 12.83 14.16 14.19 8.53
002353 14.14 17.21 9.92 5.31 10.45 14.03 9.34 13.89
002354 14.07 8.71 10.14 17.19 9.9 10.73 12.72 11.66
002355 8.28 8.76 13.32 10.6 13.66 12.76 12.73 16.23
002356 11.96 2.26 3.69 16.06 18.92 13.69 11.6 9.8
002357 14.96 9.63 19.32 9.57 14.14 8.01 18.9 9.46
002358 7.97 11.74 9.31 14.63 14.47 16.43 12.6 15.12
002359 8.99 5.29 12.21 14.11 10.18 12.5 15.89 8.2
002360 11.04 16.38 19.96 14.57 14.54 14.07 0.85 15.0
002361 14.23 16.62 8.33 10.68 19.37 12.39 11.33 17.64
002362 18.65 16.36 12.88 11.37 9.08 15.32 8.57 9.36
002363 14.66 10.45 9.14 12.24 9.36 16.73 18.52 8.6
002364 9.79 2.38 17.05 13.14 17.43 17.7 16.95 13.77
002365 16.47 9.35 16.97 5.32 13.08 9.74 15.22 10.89
002366 14.81 8.34 12.91 10.34 14.03 9.32 11.05 11.02
002367 2.37 16.1 11.27 9.69 8.13 13.43 13.89 11.15
002368 10.68 8.56 12.43 6.16 15.92 11.65 12.8 10.17
002369 2.59 9.7 12.75 11.64 16.42 13.31 11.32 3.77
002370 9.08 17.96 13.61 9.76 19.99 14.3 9.38 14.01
002371 13.1 0.91 8.2 8.32 5.88 11.83 16.62 16.89
002372 13.91 9.22 0.34 9.35 14.84 16.23 8.99 15.79
002373 14.39 8.05 16.41 12.64 14.14 9.12 8.34 13.85
002374 13.12 8.07 14.34 9.15 16.03 10.98 10.07 14.57
002375 17.12 11.5 17.25 13.31 11.33 4.32 13.99 4.57
002376 13.2 13.5 6.63 13.44 13.2 14.5 15.42 2.11
002377 11.15 14.39 9.41 10.83 8.64 12.71 14.39 16.02
002378 14.96 13.38 16.27 8.45 17.53 6.26 8.68 0.12
002379 13.55 2.34 13.64 12.62 12.45 12.81 12.53 18.97
002380 12.04 15.46 15.58 16.21 16.06 10.56 11.67 8.72
002381 14.24 14.98 2.3 12.76 11.36 19.33 17.67 11.07
002382 9.99 17.65 14.51 8.92 1.51 9.23 18.79 19.56
002383 8.58 10.23 17.47 8.48 1.03 9.95 9.95 8.2
002384 10.75 13.51 15.97 14.75 9.99 14.25 10.08 11.77
002385 16.86 14.24 13.23 10.41 10.73 14.56 11.36 15.03
002386 7.13 11.6 12.05 15.19 14.45 16.47 8.4 4.9
002387 3.82 13.55 12.27 13.77 9.71 17.92 15.24 12.7
002388 13.64 8.87 15.59 18.0 11.86 12.71 3.36 16.74
002389 13.58 8.55 8.7 7.14 15.25 15.01 12.28 11.89
002390 10.15 15.67 17.18 8.05 10.37 11.22 12.75 10.04
002391 7.8 10.82 8.34 12.49 13.04 8.84 15.85 13.94
002392 17.76 11.91 11.3 7.87 2.2 11.19 14.42 11.98
002393 15.87 10.64 12.27 10.79 16.23 8.58 12.15 18.27
002394 17.26 10.24 13.09 15.22 10.04 12.2 16.03 10.92
002395 16.38 6.49 5.76 14.33 17.35 14.36 10.39 9.71
002396 17.21 18.87 8.83 12.15 8.13 12.65 11.88 15.66
002397 17.58 13.15 10.98 8.66 15.89 10.49 15.89 15.69
002398 4.74 8.55 8.15 13.1 0.95 11.72 11.77 15.76
002399 9.41 12.92 12.86 15.37 12.51 15.3 17.07 11.19
002400 11.9 10.6 16.45 8.91 17.02 5.94 17.93 13.73
002401 2.17 16.92 7.48 15.03 9.38 8.22 16.4 9.93
002402 8.18 10.23 7.09 12.8 1.44 12.34 12.11 11.39
002403 12.74 14.75 10.07 0.57 17.21 10.09 18.76 14.2
002404 16.0 9.6 8.25 16.43 9.3 10.45 8.96 11.9
002405 16.72 12.89 16.94 14.92 10.2 14.93 10.5 11.16
002406 11.7 16.45 10.71 15.55 14.85 0.96 16.58 11.73
002407 6.89 9.84 16.91 13.25 11.74 16.31 12.61 9.25
002408 16.61 10.31 13.88 15.72 14.24 10.04 18.14 8.72
002409 17.46 13.58 3.68 5.16 12.02 8.8 8.65 16.89
002410 14.83 8.47 13.95 14.74 14.57 14.88 9.0 17.41
002411 3.93 13.02 15.12 9.49 14.13 11.48 17.3 12.92
002412 12.68 13.93 14.87 18.41 14.26 8.1 16.75 16.5
002413 13.96 2.78 15.49 18.69 16.69 16.54 15.31 14.96
002414 8.73 11.15 8.98 13.45 14.14 17.64 3.91 10.44
002415 15.35 10.07 10.5 12.29 10.88 9.55 13.32 11.52
002416 10.95 13.23 8.71 14.17 9.61 3.91 11.04 13.05
002417 17.55 12.6 16.33 9.47 11.73 14.66 18.78 9.58
002418 16.4 13.07 14.44 16.08 8.09 11.71 11.54 10.16
002419 15.83 10.3 15.41 8.13 16.4 5.95 14.56 6.15
002420 9.01 14.76 8.44 2.06 0.75 11.46 8.93 7.69
002421 10.73 11.99 11.36 19.42 11.86 15.75 9.73 16.32
002422 15.55 8.9 18.57 11.64 14.74 17.98 11.88 17.06
002423 10.97 12.54 6.96 5.18 16.28 15.4 8.2 13.04
002424 8.04 13.13 8.79 13.72 12.37 12.97 15.42 12.91
002425 17.38 12.99 15.97 15.77 9.26 14.55 1.88 8.56
002426 11.96 11.46 12.2 13.87 14.28 15.2 8.59 9.87
002427 12.82 11.8 13.09 14.26 9.11 13.98 11.74 11.62
002428 13.09 15.97 10.97 13.27 4.49 14.58 12.19 16.79
002429 13.09 16.35 10.44 17.45 17.08 9.26 14.36 14.83
002430 12.01 17.77 17.2 8.14 15.89 19.42 3.86 12.26
002431 13.36 8.62 14.98 16.77 16.26 1.3 14.03 16.6
002432 10.41 14.19 1.82 17.75 12.7 13.64 1.42 11.83
002433 16.23 11.53 8.79 2.32 14.06 2.2 14.46 11.8
002434 11.6 11.92 16.65 16.02 11.85 16.63 18.87 15.96
002435 14.83 11.28 16.79 15.49 9.41 8.11 14.04 15.7
002436 0.47 14.69 8.48 16.13 8.87 8.1 11.72 17.29
002437 8.18 16.02 10.45 6.38 0.63 16.82 10.41 2.76
002438 8.7 9.61 11.5 15.82 13.2 5.16 14.54 8.75
002439 10.44 10.06 9.13 1.31 13.64 0.16 11.84 11.4
002440 15.09 8.17 14.73 12.81 12.71 16.38 16.95 10.99
002441 15.92 12.39 11.48 12.8 11.7 16.16 9.93 7.85
002442 15.69 11.0 8.6 17.49 13.61 14.79 13.6 16.7
002443 8.35 17.71 13.69 17.04 2.48 12.14 14.12 8.99
002444 15.59 14.23 10.65 12.73 9.69 17.93 5.59 14.53
002445 13.8 8.18 8.4 10.08 8.81 16.41 15.51 12.23
002446 7.52 14.41 10.95 12.63 8.79 15.67 15.31 14.76
002447 15.78 15.09 12.21 14.59 8.3 14.14 9.68 11.35
002448 12.57 19.57 3.43 19.93 11.13 17.62 11.43 13.67
002449 10.89 13.72 12.09 16.08 2.77 13.48 16.61 17.83
002450 14.01 9.61 14.07 17.51 14.41 10.18 15.97 2.89
002451 6.41 11.38 14.71 8.35 13.37 10.73 14.88 12.46
002452 17.08 17.21 11.61 14.72 12.4 4.58 11.65 15.37
002453 12.37 1.72 1.36 7.13 12.83 12.08 18.11 15.07
002454 11.47 3.6 0.42 9.06 11.33 8.92 11.52 11.58
002455 10.7 15.59 9.9 13.2 17.98 17.69 16.44 17.19
002456 14.02 11.94 19.23 16.61 9.61 12.11 14.01 17.59
002457 14.17 10.89 16.84 8.7 9.65 11.7 13.18 17.54
002458 14.3 8.09 9.71 11.75 11.52 16.73 0.7 17.32
002459 13.34 11.4 17.29 16.39 16.24 17.25 15.7 10.59
002460 8.91 14.62 17.0 14.38 9.05 14.82 16.77 8.01
002461 11.9 12.0 14.51 10.83 11.34 19.53 19.47 11.31
002462 14.34 9.74 13.95 9.34 15.56 15.88 5.28 11.6
002463 14.07 17.4 11.7 12.26 8.56 10.44 16.85 14.89
002464 13.5 16.96 17.18 11.24 17.73 18.1 17.3 17.62
002465 13.74 15.46 11.62 12.16 17.58 13.5 13.59 8.25
002466 15.26 10.81 9.83 13.82 0.81 1.7 9.36 6.57
002467 8.41 10.0 14.32 14.44 14.23 15.63 12.44 11.15
002468 12.6 10.08 16.41 11.65 12.65 11.88 17.11 11.73
002469 12.36 12.83 16.24 14.05 14.62 16.63 16.98 15.03
002470 17.25 17.89 8.65 5.47 11.24 10.3 11.53 10.85
002471 12.81 8.72 15.17 5.68 13.03 14.15 11.9 13.41
002472 17.0 16.36 13.67 11.26 14.42 0.2 16.0 12.55
002473 9.08 12.02 16.0 13.67 13.63 8.86 5.79 9.98
002474 16.52 15.04 15.47 16.68 10.29 8.84 18.17 8.11
002475 14.72 16.15 9.12 4.33 9.64 10.43 13.11 18.49
002476 16.19 8.98 8.99 2.83 14.07 15.31 9.24 13.08
002477 11.59 10.34 9.11 14.28 17.45 10.25 13.4 8.65
002478 13.44 8.79 16.9 1.58 3.21 4.04 1.98 15.0
002479 17.01 14.55 12.06 8.98 12.86 17.9 14.07 8.18
002480 6.1 8.07 16.38 13.46 10.74 6.96 9.46 9.75
002481 9.51 16.84 14.43 8.29 12.16 13.94 11.58 13.81
002482 10.15 14.43 8.19 9.7 15.85 14.9 9.14 1.55
002483 9.08 17.33 18.18 6.85 13.49 9.07 7.05 11.98
002484 13.71 6.06 16.7 17.2 9.63 10.74 19.39 16.21
002485 18.0 11.51 14.11 13.9 13.92 16.4 13.7 16.0
002486 17.6 15.58 4.65 14.2 11.95 9.2 11.47 8.66
002487 10.45 14.18 16.69 10.86 10.9 7.74 11.98 0.3
002488 7.92 11.29 8.77 16.36 9.65 15.36 14.62 10.97
002489 12.69 11.15 13.94 8.24 8.23 11.09 0.85 10.94
002490 16.15 3.75 14.99 11.01 5.01 12.41 17.79 8.4
002491 9.52 13.0 8.74 16.38 9.65 12.74 11.15 15.68
002492 15.19 10.38 17.99 12.37 14.43 9.77 11.31 9.43
002493 17.17 10.26 11.17 12.01 13.82 13.06 17.3 13.22
002494 13.13 12.68 17.89 8.82 9.44 16.05 14.02 9.2
002495 11.48 8.65 12.88 11.97 17.17 15.18 3.42 11.24
002496 10.09 15.65 11.01 12.98 13.97 9.18 15.87 15.26
002497 13.87 9.92 8.4 16.1 16.37 12.39 13.8 16.51
002498 11.96 10.46 10.18 9.12 13.61 15.37 14.61 17.49
002499 9.13 2.57 15.62 17.24 10.56 16.53 14.0 13.54
002500 17.4 10.18 18.38 14.1 10.34 16.25 10.82 8.76
002501 13.85 11.77 16.9 13.62 8.84 17.59 6.58 17.32
002502 13.31 12.68 9.97 11.68 17.69 9.3 13.0 13.48
002503 15.44 13.82 7.96 0.51 1.25 16.07 16.54 12.29
002504 15.32 17.98 9.02 16.05 17.2 8.64 11.94 13.4
002505 10.27 13.02 5.83 13.23 9.81 17.88 12.53 12.81
002506 16.82 16.57 16.93 14.83 9.54 9.24 17.32 7.93
002507 13.95 12.74 9.42 9.75 16.9 8.9 16.1 16.67
002508 12.72 17.32 17.21 18.82 17.16 17.59 8.75 15.63
002509 13.3 11.83 14.27 5.62 18.31 12.66 8.39 11.08
002510 9.46 13.8 12.5 12.71 14.54 8.28 7.34 14.23
002511 12.08 4.47 13.29 11.19 5.09 13.41 8.31 10.19
002512 13.31 11.39 11.38 17.91 17.05 17.21 19.56 17.64
002513 13.49 16.54 5.19 18.32 11.39 1.12 9.94 11.49
002514 11.49 14.72 8.72 11.1 7.82 9.02 17.83 13.26
002515 14.55 17.57 10.04 12.65 5.86 13.74 9.91 13.42
002516 16.26 2.6 13.25 16.92 9.98 9.5 16.26 11.25
002517 13.92 17.45 7.35 17.46 10.53 10.43 11.33 17.05
002518 16.81 15.64 14.46 12.55 16.85 9.9 8.39 16.78
002519 17.76 11.65 8.59 7.89 11.38 1.1 16.53 13.13
002520 3.27 12.96 8.81 16.03 15.34 9.61 9.65 15.48
002521 11.52 7.6 11.49 2.89 9.05 5.69 19.47 10.59
002522 12.75 4.17 2.37 10.15 8.47 11.39 9.91 9.94
002523 11.08 10.81 17.69 15.15 5.04 17.64 11.0 13.16
002524 8.61 13.54 16.46 4.87 10.09 11.27 9.67 8.13
002525 10.02 14.98 14.39 10.21 13.32 17.28 8.16 13.41
002526 10.59 12.26 2.18 15.18 16.7 13.57 16.0 10.25
002527 18.59 11.51 11.61 17.45 13.41 14.58 12.75 13.25
002528 12.18 9.56 17.73 16.55 16.22 13.4 8.22 13.95
002529 15.32 14.71 1.11 14.52 10.6 13.75 10.61 9.12
002530 0.77 9.68 17.72 11.53 2.23 19.92 10.04 14.04
002531 11.89 16.9 2.21 17.03 16.02 19.8 11.94 13.76
002532 10.71 6.86 10.39 13.43 1.76 3.67 14.46 15.18
002533 16.8 13.23 11.07 11.79 6.46 13.7 8.01 12.92
002534 14.23 9.51 12.59 2.49 3.74 10.89 11.82 9.98
002535 13.19 15.41 13.78 9.16 11.6 12.25 12.72 14.03
002536 16.41 8.77 9.68 11.7 13.29 12.3 9.28 3.58
002537 18.36 16.11 11.89 18.71 11.37 12.23 11.8 8.25
002538 15.32 13.29 11.97 15.69 15.74 12.95 13.42 3.94
002539 16.29 13.72 8.57 6.34 12.69 9.33 11.45 8.48
002540 13.33 13.02 10.44 9.94 8.0 4.74 16.77 15.18
002541 17.2 16.45 13.23 16.9 10.03 11.8 13.85 10.17
002542 3.91 12.63 8.37 14.85 11.48 8.1 16.51 6.21
002543 9.02 9.85 8.77 12.08 9.88 11.15 10.44 12.08
002544 12.13 16.98 15.14 3.01 8.51 15.21 8.24 12.24
002545 16.77 16.97 10.54 19.58 14.93 7.47 11.8 17.27
002546 12.25 15.73 14.87 6.41 5.47 0.1 11.08 1.17
002547 9.37 17.14 17.79 10.23 10.86 12.85 16.37 19.98
002548 9.43 9.82 17.48 15.56 13.85 12.27 17.84 13.48
002549 4.87 14.95 14.64 17.25 14.5 0.72 17.55 13.46
002550 17.31 5.62 9.65 17.09 17.87 9.27 10.52 19.51
002551 2.4 14.63 9.49 13.86 10.74 13.83 9.37 15.64
002552 10.82 0.56 15.12 8.28 8.04 8.9 9.15 15.99
002553 16.64 12.39 16.77 10.89 8.84 13.08 2.52 17.29
002554 12.48 5.69 10.81 3.12 17.32 5.94 2.71 14.61
002555 8.06 7.58 15.65 14.07 11.47 10.08 14.6 11.38
002556 19.51 9.59 11.18 19.75 8.88 19.3 4.52 12.16
002557 12.43 12.71 11.64 13.0 16.6 14.24 8.52 10.12
002558 17.18 10.67 16.52 12.97 19.48 13.58 16.53 15.79
002559 16.04 0.89 8.27 10.27 8.12 13.92 12.53 17.72
002560 11.26 10.25 17.68 7.69 11.36 16.46 1.83 17.53
002561 10.65 4.92 11.39 8.92 12.64 12.43 16.32 6.77
002562 17.26 9.8 11.01 9.75 15.31 9.16 13.55 13.5
002563 16.64 0.17 3.04 8.09 16.35 10.68 10.32 7.7
002564 15.71 2.58 8.55 13.02 5.6 15.66 8.21 11.02
002565 13.96 16.13 9.88 17.22 8.47 15.89 16.35 6.41
002566 9.05 16.2 17.21 13.61 11.86 8.74 12.81 17.68
002567 17.26 13.1 8.0 11.13 16.82 19.69 9.28 15.88
002568 16.36 8.01 9.27 18.76 13.43 15.57 6.67 17.07
002569 14.09 10.89 11.05 13.76 4.88 12.83 9.01 9.97
002570 10.75 10.49 8.49 11.42 9.63 11.48 17.25 10.06
002571 17.4 11.97 12.51 9.75 9.36 15.97 15.34 15.85
002572 5.57 14.31 13.8 1.04 14.97 0.17 15.04 4.7
002573 3.46 14.44 10.33 8.38 13.18 5.51 16.92 15.11
002574 12.26 14.47 11.22 10.31 13.36 11.94 8.89 3.07
002575 13.3 3.21 14.23 17.58 0.89 17.93 0.77 15.66
002576 9.55 3.51 4.71 1.21 5.22 12.76 15.64 14.72
002577 13.61 13.88 8.69 12.64 14.39 6.78 14.38 18.42
002578 18.19 14.09 11.72 11.31 4.43 7.85 17.02 11.54
002579 19.87 13.06 13.26 18.54 13.45 9.56 8.26 8.87
002580 13.93 11.54 15.77 8.88 17.56 4.95 12.01 12.93
002581 15.02 13.72 5.34 15.97 6.05 10.52 14.83 19.13
002582 12.48 17.77 3.43 9.18 8.09 16.8 8.15 10.35
002583 14.83 15.04 11.23 15.86 10.46 12.37 13.45 12.27
002584 6.88 15.04 10.54 15.66 14.34 4.18 19.84 12.0
002585 6.25 13.19 13.85 9.34 8.25 1.28 13.22 13.97
002586 10.14 4.12 10.43 10.83 16.78 2.78 16.84 4.8
002587 15.72 10.93 15.24 6.81 2.77 10.68 12.99 17.82
002588 9.09 15.64 11.45 10.62 9.72 10.31 4.48 8.25
002589 15.2 11.38 13.24 11.85 8.92 6.62 3.04 17.59
002590 14.46 11.72 11.73 10.59 17.11 13.3 19.25 6.06
002591 12.17 10.78 17.81 8.77 19.68 13.05 16.82 15.95
002592 8.99 12.6 17.78 11.89 12.39 14.45 4.53 2.36
002593 11.26 17.62 13.12 11.43 11.19 0.62 14.48 16.33
002594 12.16 16.62 7.99 12.71 15.5 1.34 15.9 17.95
002595 14.35 13.87 8.56 13.38 10.2 14.9 13.24 6.87
002596 11.52 9.92 14.6 15.34 16.63 18.12 17.05 0.71
002597 16.76 8.57 8.61 3.07 15.28 8.22 13.12 12.48
002598 14.29 11.37 15.43 8.7 13.09 8.45 5.5 11.86
002599 11.05 15.42 17.03 10.16 8.51 11.96 9.62 10.07
002600 19.47 9.14 17.11 11.88 15.67 12.72 9.04 10.94
002601 13.7 17.77 12.69 8.46 9.48 12.0 8.39 14.88
002602 7.52 2.88 9.39 15.58 17.44 8.61 4.39 14.52
002603 16.52 13.01 14.72 4.36 15.06 13.15 14.96 17.17
002604 11.39 10.72 11.45 14.7 10.14 15.56 13.25 12.09
002605 12.47 16.66 8.88 19.61 10.59 9.61 3.76 6.97
002606 12.95 8.77 12.97 1.45 17.92 11.37 10.66 1.78
002607 10.64 15.81 14.2 16.98 17.75 12.61 15.25 18.44
002608 15.69 10.51 2.96 14.94 9.86 14.21 16.44 11.84
002609 17.99 15.53 12.86 8.64 14.12 5.04 19.37 8.87
002610 8.13 14.22 10.33 10.64 10.27 2.75 11.56 11.99
002611 1.28 7.98 14.02 11.15 14.89 16.05 17.37 14.56
002612 13.76 13.69 2.34 9.78 10.82 13.33 15.78 2.72
002613 9.54 6.01 3.23 15.06 9.99 14.07 13.16 13.49
002614 9.16 8.54 2.2 13.64 10.32 13.91 10.06 16.74
002615 9.73 9.61 1.77 16.78 10.35 13.49 11.73 13.34
002616 10.38 11.44 16.99 9.61 10.09 8.39 14.54 14.86
002617 15.13 12.35 11.93 17.04 9.66 13.75 13.56 10.46
002618 17.83 14.75 10.12 8.15 7.96 11.85 11.35 11.0
002619 7.33 15.06 0.5 17.79 7.53 16.93 8.6 15.06
002620 13.37 13.12 8.33 4.75 9.13 10.42 18.66 17.39
002621 9.69 15.79 15.17 14.98 17.61 7.47 15.64 12.6
002622 8.28 14.13 10.23 1.3 17.13 11.66 12.14 2.75
002623 9.12 14.16 8.87 13.53 14.59 8.46 9.63 4.54
002624 8.94 15.92 16.35 16.45 13.39 6.43 10.93 10.23
002625 10.07 10.09 9.55 13.86 11.0 9.88 14.27 17.08
002626 16.17 15.91 8.42 4.25 7.18 9.96 17.01 16.28
002627 14.43 18.16 10.61 10.94 13.22 9.71 12.64 3.41
002628 5.9 8.95 16.1 10.01 15.58 17.62 17.47 15.16
002629 11.07 14.84 9.78 11.33 13.93 13.14 16.4 17.94
002630 14.75 17.75 11.39 2.13 3.18 18.62 17.01 16.88
002631 15.17 9.37 11.33 14.59 16.74 12.61 19.03 12.06
002632 7.34 12.06 10.37 13.98 10.66 11.09 8.08 15.09
002633 16.73 16.51 10.88 6.58 5.14 17.31 13.46 17.21
002634 14.14 10.29 5.11 19.72 14.56 8.04 19.21 17.32
002635 1.29 13.84 10.76 12.67 16.79 14.28 10.73 7.22
002636 15.53 15.31 12.44 15.46 6.22 10.77 4.66 18.95
002637 13.15 1.43 12.88 12.05 19.82 15.09 9.53 13.58
002638 17.07 6.89 4.33 15.61 9.61 8.54 12.44 9.48
002639 0.11 11.21 16.13 16.5 17.67 6.82 16.21 3.53
002640 9.89 0.01 17.64 17.14 13.11 18.19 1.68 8.62
002641 15.26 11.07 14.59 6.24 17.01 9.64 10.25 17.09
002642 12.26 4.39 8.42 11.42 9.46 12.47 12.55 10.57
002643 14.32 15.78 1.67 6.92 9.54 17.25 17.64 0.39
002644 11.09 17.37 10.04 0.53 8.79 13.35 9.57 15.61
002645 15.43 15.45 12.03 12.9 11.75 1.51 13.09 17.37
002646 6.39 12.4 10.21 5.14 14.87 15.0 9.45 8.18
002647 9.77 15.23 9.11 0.42 15.01 4.97 12.24 10.02
002648 14.89 9.86 5.02 17.44 10.2 10.14 12.61 13.27
002649 14.89 9.53 2.29 11.18 12.08 16.97 11.55 10.88
002650 16.71 6.54 9.72 11.27 9.62 8.09 6.78 16.76
002651 16.97 15.55 17.78 10.78 11.4 17.19 13.06 13.91
002652 13.52 17.8 14.89 14.31 9.2 12.12 16.0 8.59
002653 13.0 9.66 8.13 13.15 8.57 15.55 9.43 14.46
002654 17.87 17.27 4.09 15.79 14.01 13.8 14.67 15.04
002655 19.05 11.46 13.99 0.75 13.32 17.48 8.25 5.29
002656 8.92 14.36 11.16 11.13 15.83 0.47 15.51 14.53
002657 12.78 12.13 17.0 19.93 17.25 16.36 15.48 12.24
002658 12.93 15.56 12.41 13.58 19.53 3.47 10.58 12.43
002659 11.52 9.78 12.41 15.75 11.57 10.17 6.45 18.99
002660 14.27 13.91 14.91 12.61 18.21 14.01 9.0 15.02
002661 10.35 11.43 8.45 10.3 1.36 14.56 7.76 17.57
002662 17.73 10.44 14.98 16.64 12.51 14.45 15.35 10.17
002663 12.58 4.34 6.14 12.82 8.91 17.48 11.94 8.54
002664 5.41 14.38 8.31 9.16 13.64 10.4 15.25 17.3
002665 10.67 13.44 14.09 10.91 15.16 4.83 15.73 16.72
002666 14.94 9.13 15.82 17.65 12.98 10.33 10.75 12.72
002667 9.24 15.21 15.85 11.99 10.48 8.83 16.0 9.63
002668 15.59 16.15 9.06 13.11 15.99 15.31 17.63 8.85
002669 17.37 14.43 4.25 8.81 11.19 11.62 14.38 16.89
002670 3.34 8.94 1.16 12.89 10.97 13.18 15.17 10.53
002671 13.61 12.67 16.57 9.69 3.46 17.53 11.57 16.55
002672 12.07 7.97 8.58 17.11 12.15 1.62 12.45 8.56
002673 14.84 13.82 14.38 13.7 16.58 17.28 16.88 9.71
002674 8.6 3.63 12.35 17.12 17.03 11.76 13.35 10.29
002675 9.55 13.42 8.13 13.61 7.39 17.97 9.49 8.92
002676 14.77 16.64 8.59 17.29 13.16 17.47 10.34 10.31
002677 5.84 11.14 10.33 19.28 0.73 2.21 14.51 8.13
002678 12.59 7.71 10.2 10.18 12.11 12.86 17.56 8.59
002679 5.98 15.97 12.44 9.88 2.97 8.91 4.67 14.43
002680 13.35 14.92 14.68 2.4 8.07 7.86 14.27 14.52
002681 9.28 18.77 10.81 12.46 16.35 16.63 16.73 17.98
002682 17.19 17.77 2.85 9.82 12.57 9.16 11.24 6.78
002683 9.3 15.92 12.51 3.27 15.31 9.28 13.19 1.79
002684 14.83 18.35 15.1 1.85 1.4 17.39 8.67 15.29
002685 9.52 15.15 9.29 16.97 9.88 15.61 16.54 12.58
002686 15.26 8.61 14.95 18.52 14.81 15.11 11.88 14.13
002687 10.04 12.83 14.65 12.19 3.6 1.19 15.83 7.45
002688 17.69 13.24 12.44 14.52 17.63 17.91 13.08 16.07
002689 9.44 13.57 14.61 12.11 8.77 17.24 14.97 10.92
002690 8.31 13.59 13.3 8.66 13.5 16.67 18.0 14.06
002691 10.73 16.67 8.23 8.84 16.84 11.36 15.02 8.02
002692 13.47 12.89 16.74 13.59 8.23 14.45 9.23 12.27
002693 14.24 12.01 13.65 11.8 7.23 16.7 17.14 10.69
002694 5.84 5.14 13.02 8.14 15.78 12.01 9.05 11.66
002695 13.75 14.32 3.64 14.69 5.32 13.44 15.47 15.5
002696 9.24 8.02 13.74 10.07 15.38 11.9 10.58 17.03
002697 17.76 12.28 12.85 17.17 11.41 8.06 14.17 15.84
002698 15.38 10.45 17.29 11.02 13.18 19.73 14.69 11.23
002699 14.51 15.51 13.17 17.54 14.58 6.8 14.13 11.1
002700 9.44 8.67 17.28 17.68 17.42 13.61 8.03 11.52
002701 16.32 8.38 14.38 16.82 8.32 10.06 13.87 17.69
002702 14.77 0.23 9.06 14.67 11.65 14.4 14.47 9.68
002703 14.4 19.56 14.92 16.78 11.02 16.96 17.15 16.57
002704 14.56 15.43 14.86 1.49 17.9 9.36 15.37 17.11
002705 15.81 14.53 9.96 17.96 12.11 16.87 1.84 2.12
002706 17.61 8.56 16.97 16.1 16.38 8.38 5.77 12.11
002707 14.67 4.79 12.97 13.77 0.24 13.09 12.69 16.12
002708 13.08 14.06 8.2 13.71 11.5 16.45 9.66 14.76
002709 7.69 11.52 13.51 19.83 17.63 14.88 10.1 3.78
